action
[1, 2, 3, 3, 3, 3, 3, 3, 4, 5, 6, 3, 3, 3, 3, 3]
[7, 2, 3, 3, 3, 8, 9, 10, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 2, 3, 3, 3, 11, 12, 13, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 2, 3, 3, 3, 3, 3, 3, 3, 3, 14, 3, 3, 3, 3, 3]
[7, 2, 3, 3, 3, 3, 3, 3, 3, 3, 15, 3, 3, 3, 3, 3]
[1, 2, 3, 3, 3, 3, 3, 16, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 18, 19, 20, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 18, 21, 22, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 17, 3, 3, 3, 3, 3, 23, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 3, 3, 24, 25, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 3, 3, 26, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 3, 3, 27, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 3, 3, 28, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 3, 3, 29, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 17, 3, 3, 3, 3, 3, 30, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 17, 3, 3, 3, 18, 31, 32, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 33, 3, 3, 3, 18, 34, 35, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 3, 3, 36, 25, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 37, 38, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 39, 40, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 41, 42, 43, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 34, 35, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 33, 3, 3, 3, 41, 44, 45, 3, 3, 3, 3, 3, 3, 3, 3]
[7, 33, 3, 3, 3, 18, 46, 47, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 48, 49, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 48, 50, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 51, 52, 3, 3, 3, 3, 3, 3, 3, 3]
[1, 33, 3, 3, 3, 18, 53, 54, 3, 3, 3, 3, 3, 3, 3, 3]
