action
[4, 13, 20, 3, 138, 77, 256, 12, 18, 33, 65]
[4, 13, 20, 3, 684, 77, 236, 12, 18, 33, 342]
[4, 13, 20, 3, 2170, 77, 126, 12, 18, 33, 26]
[4, 13, 20, 3, 786, 77, 1313, 12, 18, 33, 26]
[4, 13, 20, 3, 784, 77, 1314, 12, 18, 33, 26]
[4, 13, 20, 3, 138, 77, 548, 12, 18, 33, 65]
[4, 13, 20, 3, 138, 77, 256, 12, 50, 33, 57]
[4, 13, 20, 3, 1242, 77, 961, 12, 50, 33, 57]
[4, 13, 20, 3, 1240, 77, 203, 12, 50, 33, 57]
[4, 13, 20, 3, 2170, 77, 126, 12, 50, 33, 237]
[4, 13, 20, 3, 138, 77, 548, 12, 50, 33, 57]
[4, 13, 34, 3, 29, 77, 263, 12, 18, 33, 65]
[4, 13, 34, 3, 651, 77, 2016, 12, 18, 33, 65]
[4, 13, 34, 3, 684, 77, 236, 12, 18, 33, 342]
[4, 13, 34, 3, 684, 77, 551, 12, 18, 33, 65]
[4, 13, 34, 3, 1149, 77, 318, 12, 18, 33, 65]
[4, 13, 34, 3, 134, 77, 212, 12, 18, 33, 791]
[4, 13, 34, 3, 134, 77, 182, 12, 18, 33, 791]
[4, 13, 34, 3, 2166, 77, 126, 12, 18, 33, 65]
[4, 13, 34, 3, 29, 77, 263, 12, 50, 33, 57]
[4, 13, 34, 3, 651, 77, 2004, 12, 50, 33, 57]
[4, 13, 934, 3, 781, 77, 578, 12, 50, 33, 57]
[4, 13, 21, 3, 792, 77, 21, 12, 21, 33]
[4, 830, 21, 824, 2800, 826, 773]
[4, 830, 21, 824, 2246, 0, 826, 773]
[4, 830, 21, 824, 2800, 826, 773]
[4, 830, 21, 824, 2246, 2904, 826, 773]
[4, 830, 21, 824, 2246, 5138, 826, 773]
[4, 830, 21, 824, 2800, 826, 773]
[4, 830, 21, 824, 2246, 2904, 826, 773]
[4, 830, 21, 824, 0, 0, 5138, 826, 773]
[4, 830, 21, 824, 0, 0, 826, 773]
[4, 830, 21, 824, 0, 826, 773]
[4, 59, 58, 60, 87, 7, 99, 6, 2898, 33, 3558]
[4, 59, 58, 60, 87, 7, 99, 6, 2890, 33, 3557]
[4, 59, 58, 60, 87, 7, 656, 6, 1369, 33, 3556]
[4, 59, 58, 60, 1369, 7, 99, 6, 2897, 33, 3555]
[4, 59, 58, 60, 87, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 606, 6, 5124, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 5203, 33, 0]
[4, 59, 58, 60, 5203, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 5205, 33, 0]
[4, 59, 58, 60, 5205, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 0, 7, 606, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 5458, 33, 0]
[4, 59, 58, 60, 5458, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 0, 7, 1825, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 5204, 33, 0]
[4, 59, 58, 60, 5204, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 5124, 7, 0, 6, 5125, 33, 0]
[4, 59, 58, 60, 5125, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 0, 7, 99, 6, 0, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 5146, 33, 0]
[4, 59, 58, 60, 5146, 7, 945, 6, 5147, 33, 0]
[4, 59, 58, 60, 87, 7, 99, 6, 2261, 33, 3546]
[4, 59, 58, 60, 2261, 7, 747, 6, 0, 33, 0]
